titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
movie,Love Sick Diaries,Love Sick Diaries,0,2010,\N,\N,Drama
movie,Knight and Day,Knight and Day,0,2010,\N,109,"Action,Comedy"
movie,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,0,2010,\N,107,"Action,Comedy,Crime"
movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,108,"Adventure,Family,Fantasy"
movie,Child 44,Child 44,0,2015,\N,137,"Crime,Drama,Thriller"
movie,Bad Dog and Superhero,Bad Dog and Superhero,0,2014,\N,72,Comedy
movie,Holy Wars,Holy Wars,0,2010,\N,84,Documentary
movie,Felony Murder,Felony Murder,0,2019,\N,\N,"Documentary,Drama"
video,The Fracktaplots,The Fracktaplots,0,2010,\N,66,Comedy
movie,The Sisterhood of Night,The Sisterhood of Night,0,2014,\N,104,"Drama,Mystery,Thriller"
movie,The Cursed,The Cursed,0,2010,\N,88,"Horror,Romance,Thriller"
movie,Pax,Pax,0,2010,\N,75,Drama
movie,Prime of Your Life,Prime of Your Life,0,2010,\N,93,"Comedy,Drama,Romance"
movie,Splintered,Splintered,0,2010,\N,85,"Horror,Thriller"
movie,The Runaways,The Runaways,0,2010,\N,106,"Biography,Drama,Music"
movie,The Tortured,The Tortured,0,2010,\N,79,"Horror,Thriller"
movie,Heart Like a Hand Grenade,Heart Like a Hand Grenade,0,2015,\N,96,Documentary
movie,Our Brand Is Crisis,Our Brand Is Crisis,0,2015,\N,107,"Comedy,Drama"
movie,Jeffie Was Here,Jeffie Was Here,0,2010,\N,110,"Adventure,Comedy"
movie,Deal,Deal,0,2010,\N,101,"Action,Drama"
movie,Selma,Selma,0,2014,\N,128,"Biography,Drama,History"
movie,Centurion,Centurion,0,2010,\N,97,"Action,Adventure,Drama"
movie,Patagonia,Patagonia,0,2010,\N,119,"Adventure,Drama"
movie,The Method,The Method,0,2017,\N,\N,"Drama,Mystery,Romance"
movie,Certified Copy,Copie conforme,0,2010,\N,106,Drama
movie,Takedowns and Falls,Takedowns and Falls,0,2010,\N,127,"Documentary,Sport"
movie,Babies,Bébé(s),0,2010,\N,79,Documentary
movie,Odd Brodsky,Odd Brodsky,0,2014,\N,93,Comedy
tvSeries,Diário do Olivier,Diário do Olivier,0,2016,2017,\N,Family
movie,Deer Season,Deer Season,0,2015,\N,92,Thriller
movie,Rising Star,Rising Star,0,2010,\N,98,Drama
movie,The Way Back,The Way Back,0,2010,\N,133,"Adventure,Drama,History"
movie,Where's My Stuff?,Where's My Stuff?,0,2011,\N,85,Comedy
movie,Kingshighway,Kingshighway,0,2010,\N,\N,Crime
movie,Programming the Nation?,Programming the Nation?,0,2011,\N,105,Documentary
movie,Argo,Argo,0,2012,\N,120,"Biography,Drama,Thriller"
movie,Session,Session,0,2011,\N,89,Drama
short,8 Butterflies,8 Butterflies,0,2010,\N,17,"Drama,Horror,Short"
movie,The People I've Slept With,The People I've Slept With,0,2012,\N,89,Comedy
movie,Gunned Down,Gunned Down,0,2017,\N,95,"Action,Thriller"
movie,Palominas,Palominas,0,2018,\N,\N,"Action,Drama,Western"
movie,Gemini Man,Gemini Man,0,2019,\N,\N,"Action,Drama,Sci-Fi"
movie,The Pardon,The Pardon,0,2013,\N,120,Crime
movie,Dead Americans,Dead Americans,0,2010,\N,\N,Sci-Fi
movie,Kill Speed,Kill Speed,0,2010,\N,113,"Action,Crime,Thriller"
movie,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,0,2010,\N,133,Drama
movie,Tied in Blood,Tied in Blood,0,2012,\N,88,"Drama,Horror,Mystery"
movie,Asylum Blackout,The Incident,0,2011,\N,85,"Horror,Thriller"
movie,The Magnificent Eleven,The Magnificent Eleven,0,2013,\N,91,"Comedy,Drama,Sport"
movie,Secretariat,Secretariat,0,2010,\N,123,"Biography,Drama,Family"
movie,Krrish 3,Krrish 3,0,2013,\N,152,"Action,Adventure,Sci-Fi"
movie,Poltergeist,Poltergeist,0,2015,\N,93,"Horror,Thriller"
movie,Tied to a Chair,Tied to a Chair,0,2011,\N,94,Comedy
short,The Small Assassin,The Small Assassin,0,2011,\N,16,"Mystery,Short,Thriller"
tvEpisode,Baby on Board,Baby on Board,0,2010,\N,\N,"Comedy,Romance"
movie,Beautiful Girl,Beautiful Girl,0,2014,\N,90,Drama
movie,The Warrior's Way,The Warrior's Way,0,2010,\N,100,"Action,Fantasy,Western"
movie,Inseparable,Xing ying bu li,0,2011,\N,97,"Drama,Mystery"
movie,The Descendants,The Descendants,0,2011,\N,115,"Comedy,Drama"
tvMiniSeries,Alias Grace,Alias Grace,0,2017,2017,60,"Biography,Crime,Drama"
movie,Bad Meat,Bad Meat,0,2011,\N,92,"Comedy,Horror"
movie,Somewhere Tonight,Somewhere Tonight,0,2011,\N,85,"Comedy,Drama,Romance"
movie,Iron Sky,Iron Sky,0,2012,\N,93,"Action,Comedy,Sci-Fi"
movie,Cold Skin,Cold Skin,0,2017,\N,108,"Adventure,Horror,Sci-Fi"
movie,The Eagle,The Eagle,0,2011,\N,114,"Action,Adventure,Drama"
movie,Suspiria,Suspiria,0,2018,\N,152,"Fantasy,Horror,Mystery"
movie,The Photon Effect,The Photon Effect,0,2010,\N,102,Sci-Fi
movie,Women's Studies,Women's Studies,0,2010,\N,96,Horror
movie,Cody the Robosapien,Robosapien: Rebooted,0,2013,\N,86,"Adventure,Drama,Family"
movie,Everyday,Everyday,0,2012,\N,106,Drama
tvSeries,Unterwegs in Sachsen,Unterwegs in Sachsen,0,2018,\N,30,Documentary
tvSeries,Unterwegs in Sachsen-Anhalt,Unterwegs in Sachsen-Anhalt,0,2016,\N,30,Documentary
tvSeries,Unterwegs in Thüringen,Unterwegs in Thüringen,0,2018,\N,30,Documentary
movie,The Book of Eli,The Book of Eli,0,2010,\N,118,"Action,Adventure,Drama"
videoGame,StarCraft II: Wings of Liberty,StarCraft II: Wings of Liberty,0,2010,\N,\N,"Action,Sci-Fi"
movie,The King of Fighters,The King of Fighters,0,2010,\N,93,"Action,Sci-Fi,Thriller"
movie,Legion,Legion,0,2010,\N,100,"Action,Fantasy,Horror"
movie,The Story of Luke,The Story of Luke,0,2012,\N,96,"Comedy,Drama"
movie,The Bounty Hunter,The Bounty Hunter,0,2010,\N,110,"Action,Comedy,Romance"
movie,Manipulation,Manipulation,0,2011,\N,90,"Drama,Thriller"
movie,Let the Game Begin,Let the Game Begin,0,2010,\N,110,"Comedy,Drama,Mystery"
movie,The Nutcracker in 3D,The Nutcracker in 3D,0,2010,\N,110,"Action,Family,Fantasy"
movie,Just Inès,Just Inès,0,2010,\N,90,Drama
tvMovie,Dark Island,Dark Island,0,2010,\N,87,"Action,Sci-Fi,Thriller"
movie,The Legend of Hercules,The Legend of Hercules,0,2014,\N,99,"Action,Adventure,Fantasy"
movie,Not Another B Movie,Not Another B Movie,0,2010,\N,87,Comedy
movie,For the Good of Others,El mal ajeno,0,2010,\N,107,"Drama,Sci-Fi,Thriller"
tvSeries,Titans,Titans,0,2018,\N,45,"Action,Adventure,Fantasy"
movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance"
movie,Wasteland,Wasteland,0,2011,\N,80,"Action,Adventure,Sci-Fi"
movie,You and I,You and I,0,2011,\N,100,"Drama,Romance"
movie,Ghost Hoax,Ghost Hoax,0,2010,\N,108,"Horror,Mystery,Thriller"
video,Cross,Cross,0,2011,\N,105,"Action,Fantasy"
movie,Unfinished Song,Song for Marion,0,2012,\N,90,"Comedy,Drama,Music"
movie,Aaj Kal,Aaj Kal,0,2010,\N,90,"Comedy,Romance"
movie,Camp Hell,Camp Hell,0,2010,\N,99,"Drama,Horror"
movie,Caris' Peace,Caris' Peace,0,2011,\N,76,Documentary
movie,Parental Guidance,Parental Guidance,0,2012,\N,105,"Comedy,Family"
movie,Beyond the Barbed Wire: An Artist View of the Holocaust,Beyond the Barbed Wire: An Artist View of the Holocaust,0,2010,\N,68,"Documentary,War"
video,Einstein Pals,Einstein Pals,0,2011,\N,\N,Family
tvSeries,Living Biblically,Living Biblically,0,2018,2018,30,Comedy
movie,"Girl, Adopted","Girl, Adopted",0,2013,\N,78,"Biography,Documentary,Drama"
movie,Howl,Howl,0,2010,\N,84,"Biography,Drama,Romance"
movie,Pablo,Pablo,0,2012,\N,90,"Animation,Biography"
movie,Chasing Happiness,Chasing Happiness,0,2012,\N,80,Comedy
movie,The Singularity Is Near,The Singularity Is Near,0,2010,\N,79,"Documentary,Drama,Sci-Fi"
video,Boy Toy,Boy Toy,0,2011,\N,91,Comedy
tvSeries,The Shannara Chronicles,The Shannara Chronicles,0,2016,\N,42,"Adventure,Fantasy,Sci-Fi"
movie,"Havana, Habana","Havana, Habana",0,2017,\N,65,Drama
movie,The Portal,The Portal,0,2010,\N,86,Horror
movie,Ivory,Ivory,0,2010,\N,84,"Drama,Music"
movie,Lost Everything,Lost Everything,0,2010,\N,97,Drama
movie,Goosebumps,Goosebumps,0,2015,\N,103,"Adventure,Comedy,Family"
tvEpisode,Winter Tech,Winter Tech,0,2010,\N,\N,"Documentary,History"
movie,Repo Men,Repo Men,0,2010,\N,111,"Action,Crime,Sci-Fi"
movie,The Big Year,The Big Year,0,2011,\N,100,Comedy
movie,Dreams Awake,Dreams Awake,0,2011,\N,110,Drama
movie,One Lucky Elephant,One Lucky Elephant,0,2010,\N,84,Documentary
movie,House Broken,House Broken,0,2010,\N,84,Comedy
movie,The Best Things in the World,As Melhores Coisas do Mundo,0,2010,\N,100,"Comedy,Drama"
movie,Life as We Know It,Life as We Know It,0,2010,\N,114,"Comedy,Drama,Romance"
movie,The Dead Matter,The Dead Matter,0,2010,\N,90,"Fantasy,Horror"
movie,Down and Distance,Down and Distance,0,2010,\N,\N,"Family,Sport"
tvSeries,Pink Panther & Pals,Pink Panther & Pals,0,2010,2010,\N,"Animation,Comedy,Family"
tvEpisode,Episode XCII,Episode XCII,0,2017,\N,22,"Action,Adventure,Animation"
movie,Sophomore,Sophomore,0,2012,\N,98,Comedy
tvEpisode,Episode #1.5889,Episode #1.5889,0,2010,\N,\N,"Drama,Romance"
movie,Four Stories of St. Julian,Four Stories of St. Julian,0,2010,\N,85,"Crime,Thriller"
movie,Transit,Transit,0,2012,\N,88,"Action,Crime,Thriller"
movie,The Legend of Awesomest Maximus,The Legend of Awesomest Maximus,0,2011,\N,90,"Action,Comedy"
movie,Spud,Spud,0,2010,\N,103,"Comedy,Drama"
movie,Até Onde?,Até Onde?,0,2011,\N,73,"Mystery,Thriller"
movie,The Rogue,The Rogue,0,2019,\N,\N,"Action,Drama,Thriller"
movie,This Bitter Earth,This Bitter Earth,0,2012,\N,76,"Drama,Music"
movie,Small Town Saturday Night,Small Town Saturday Night,0,2010,\N,94,Drama
movie,Bare Knuckles,Bare Knuckles,0,2010,\N,90,"Action,Drama"
tvSeries,Queen of the South,Queen of the South,0,2016,\N,42,"Action,Crime,Drama"
movie,The Evolution of Dad,The Evolution of Dad,0,2010,\N,94,Documentary
movie,Je ne vous oublierai jamais,Je ne vous oublierai jamais,0,2010,\N,85,"Drama,History"
movie,Boyhood,Boyhood,0,2014,\N,165,Drama
movie,Costa Rica 3D,Costa Rica 3D,0,2019,\N,82,"Adventure,Documentary"
movie,The Ascension,The Ascension,0,2011,\N,93,"Drama,Horror"
movie,The Vampires of Zanzibar,The Vampires of Zanzibar,0,2010,\N,106,"Comedy,Horror,Musical"
movie,For Christ's Sake,For Christ's Sake,0,2010,\N,\N,Comedy
tvEpisode,Engineering Disasters: New Orleans,Engineering Disasters: New Orleans,0,2013,\N,\N,"Documentary,History"
movie,Water for Elephants,Water for Elephants,0,2011,\N,120,"Drama,Romance"
movie,Adult World,Adult World,0,2013,\N,97,"Comedy,Drama"
movie,Game of Assassins,The Gauntlet,0,2013,\N,80,"Action,Adventure,Horror"
movie,Monte Carlo,Monte Carlo,0,2011,\N,109,"Adventure,Comedy,Family"
movie,Footloose,Footloose,0,2011,\N,113,"Comedy,Drama,Music"
movie,Cavaliers seuls,Cavaliers seuls,0,2010,\N,\N,Documentary
movie,Sunburnt Angels,Sunburnt Angels,0,2011,\N,119,"Comedy,Crime"
movie,House of Good and Evil,House of Good and Evil,0,2013,\N,108,"Horror,Thriller"
movie,Midnight Son,Midnight Son,0,2011,\N,88,Horror
movie,The Two Deaths of Quincas Wateryell,Quincas Berro d'Água,0,2010,\N,104,"Comedy,Drama"
movie,Habana Eva,Habana Eva,0,2010,\N,106,"Comedy,Romance"
tvEpisode,More Ice,More Ice,0,2015,\N,\N,"Documentary,History"
tvEpisode,Yard Tech,Yard Tech,0,2013,\N,\N,"Documentary,History"
movie,Good Intentions,Good Intentions,0,2010,\N,84,Comedy
movie,Elvis & Madonna,Elvis & Madona,0,2010,\N,105,"Comedy,Romance"
movie,The Dead Sleep,The Dead Sleep,0,2010,\N,94,"Drama,Thriller"
movie,The Amazing Adventures of the Living Corpse,The Amazing Adventures of the Living Corpse,0,2012,\N,88,"Action,Animation,Fantasy"
movie,Blood River,Blood River,0,2010,\N,93,Horror
movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,0,2011,\N,96,"Action,Fantasy,Thriller"
movie,Jelly,Jelly,0,2010,\N,104,"Comedy,Romance"
movie,From the Midst of Pain,From the Midst of Pain,0,2010,\N,\N,"Documentary,Drama"
movie,Winchester,Winchester,0,2018,\N,99,"Biography,Fantasy,Horror"
movie,Messages Deleted,Messages Deleted,0,2010,\N,92,"Mystery,Thriller"
movie,Buffalo Girls,Buffalo Girls,0,2012,\N,65,Documentary
movie,Subway Busker,Subway Busker,0,2010,\N,101,"Documentary,Music"
movie,The Reverend,The Reverend,0,2011,\N,98,Horror
movie,See You in September,See You in September,0,2010,\N,91,"Comedy,Romance"
tvEpisode,Coast to Coast,Coast to Coast,0,2017,\N,\N,"Action,Crime,Reality-TV"
movie,Troubadours,Troubadours,0,2010,\N,\N,Drama
tvSeries,The Passage,The Passage,0,2018,\N,\N,"Action,Adventure,Drama"
movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller"
movie,Beyond the Grave,Beyond the Grave,0,2010,\N,89,"Action,Crime,Horror"
movie,Jonah Hex,Jonah Hex,0,2010,\N,81,"Action,Drama,Fantasy"
movie,The Dark Party,The Dark Party,0,2013,\N,95,"Drama,Romance"
movie,Underground,ASD. Alma sin dueño,0,2010,\N,\N,\N
movie,The Beautiful and Damned,The Beautiful and Damned,0,2010,\N,\N,Drama
movie,Dark Shadows,Dark Shadows,0,2012,\N,113,"Comedy,Fantasy,Horror"
movie,Krews,Krews,0,2010,\N,105,"Action,Crime,Drama"
movie,Psychosomatika,Psychosomatika,0,2010,\N,\N,"Comedy,Drama,Mystery"
movie,Elimination,Elimination,0,2010,\N,87,"Action,Horror,Thriller"
movie,Frances: A Mother Divine,Frances: A Mother Divine,0,2010,\N,\N,Documentary
movie,Hauntsville,Hauntsville,0,2016,\N,\N,"Horror,Thriller"
movie,Hysteria,Hysteria,0,2010,\N,\N,"Horror,Thriller"
movie,The Girl from the Naked Eye,The Girl from the Naked Eye,0,2012,\N,84,"Action,Crime,Mystery"
movie,Beautiful Noise,Beautiful Noise,0,2014,\N,87,"Documentary,Music"
movie,Happiness Runs,Happiness Runs,0,2010,\N,88,Drama
movie,10 Years Later,10 Years Later,0,2010,\N,98,"Comedy,Drama"
movie,Jens Jensen: Harmonious World,Jens Jensen: Harmonious World,0,2010,\N,\N,Documentary
movie,Jerry Cotton,Jerry Cotton,0,2010,\N,90,"Action,Comedy,Crime"
